full_text_comments,full_text_comments_preprocessed
@ARSIPAJA Tolol banget kompas masa tulisannya subjektif begitu,arsipaja tolol kompas tulisannya subjektif
@ARSIPAJA @kompascom core,arsipaja kompascom core
@ARSIPAJA sekelas kompas nih? emang rendah bgt harga diri jurnalis nasional kita klo gak clickbait ya bayaran. gak ada integritas yang dijaga,arsipaja sekelas kompas emang rendah bgt harga jurnalis nasional klo clickbait bayaran integritas dijaga
@ARSIPAJA beneran ada https://t.co/AWJuslOS0M,arsipaja beneran
@ARSIPAJA HAH????,arsipaja hah
@ARSIPAJA @JayaSupranaShow ...,arsipaja jayasupranashow
@ARSIPAJA ,arsipaja
@ARSIPAJA yg edit makan gaji buta,arsipaja edit makan gaji buta
@ARSIPAJA izinnnn,arsipaja izinnnn
@ARSIPAJA wkwkwk,arsipaja wkwkwk
@ARSIPAJA Jijik,arsipaja jijik
@ARSIPAJA @BintangPD Siap.,arsipaja bintangpd
@ARSIPAJA jelek amat tulisannya--dan ini objektif emang jelek,arsipaja jelek tulisannya objektif emang jelek
@ARSIPAJA Jaya Suprana ppq,arsipaja jaya suprana ppq
@ARSIPAJA ,arsipaja
@ARSIPAJA Ha,arsipaja
@ARSIPAJA Kompas?,arsipaja kompas
@ARSIPAJA Duh ,arsipaja duh
@ARSIPAJA @kompascom kok bisa sih bang lolos editorial?,arsipaja kompascom bang lolos editorial
@ARSIPAJA ,arsipaja
@ARSIPAJA Antara lain fakta relawan pemerintah hanya sampai dijalan besar dan yg dipelosok adalah relawan rakyat maaf penjilat ,arsipaja fakta relawan pemerintah dijalan dipelosok relawan rakyat maaf penjilat
@ARSIPAJA Keren https://t.co/aVD0EiBuk7,arsipaja keren
@ARSIPAJA klo pembenci dijelasin kyk apaan tetep benci karena otaknya isinya taaeek,arsipaja klo pembenci dijelasin kyk tetep benci otaknya isinya taaeek
@ARSIPAJA Ini betul tulisannya lulus editorial @kompascom ?,arsipaja tulisannya lulus editorial kompascom
@ARSIPAJA Jangankan Presiden Rakyat Jelata yg paling Gembel sekalipun GAK BOLEH DIBENCI TAPI DINASEHATI DAN DIARAHKAN JIKA SALAH DAN BERBUAT MUNKAR ITU HARUS KARENA DIANJURKAN DALAM AGAMA ISLAM,arsipaja presiden rakyat jelata gembel dibenci dinasehati diarahkan salah berbuat munkar dianjurkan agama islam
@ARSIPAJA https://t.co/2oag4FHUSG,arsipaja
@ARSIPAJA Hah? 🇳🇵,arsipaja hah
@ARSIPAJA Mau yang pembenci dan tidak pembenci NYATA PRESIDEN tidak berani menyatakan BENCAN NASIONAL ada apa dengan ACEH SUMUT dan SUMBAR?,arsipaja pembenci pembenci nyata presiden berani bencan nasional aceh sumut sumbar
@misssky__ @prabowo https://t.co/psVUzMEENv,misssky__ prabowo
"@misssky__ @prabowo stop asumsi dia gatau apa apa karna bawahannya tidak memberitahu. kenyataannya dia sudah lihat sendiri tapi tidak bertindak apa apa, bahkan tidak mau menetapkan bencana nasional https://t.co/UN5csblatc",misssky__ prabowo stop asumsi gatau karna bawahannya memberitahu kenyataannya lihat bertindak menetapkan bencana nasional
@misssky__ @prabowo Yg megang akun bukan Pak prabowo langsung bu.. Heheee,misssky__ prabowo megang akun prabowo langsung heheee
@misssky__ @prabowo @sjafriesjams @Gerindra @prabowo @DPDRI @DPR_RI @mprgoid @setkabgoid,misssky__ prabowo sjafriesjams gerindra prabowo dpdri dpr_ri mprgoid setkabgoid
"@misssky__ @prabowo Mgkn lbh penting mbgnya, dana habis utk MBG",misssky__ prabowo mgkn lbh mbgnya dana habis utk mbg
@misssky__ @Triyogo22684337 @prabowo Sebenar nya @Gerindra kawal informasi gak buat ketua nya ?,misssky__ triyogo prabowo sebenar gerindra kawal informasi ketua
@misssky__ @prabowo bagaimana ini bisa terjadi🤔,misssky__ prabowo
@TxtdariHI Multitasking pendampingnya,txtdarihi multitasking pendampingnya
@TxtdariHI mau ngapain sih pa,txtdarihi ngapain
@TxtdariHI Hadeuh lagi dan lagi,txtdarihi hadeuh
@TxtdariHI https://t.co/nWpIj0Z2cl,txtdarihi
@MafiaWasit Beda kubu deh dia? wkwk,mafiawasit beda kubu wkwk
@MafiaWasit yang bersalah akam dihukum ,mafiawasit bersalah akam dihukum
@MafiaWasit Ha? Tirto?,mafiawasit tirto
@MafiaWasit Mirwan Suwarso adalah pebisnis dan eksekutif asal Indonesia yang menjabat sebagai Presiden klub sepak bola Italia Como 1907 sejak tahun 2019,mafiawasit mirwan suwarso pebisnis eksekutif indonesia menjabat presiden klub sepak bola italia como
@MafiaWasit Papa edi IN. Tohirr out,mafiawasit papa edi tohirr out
@MafiaWasit tanggung amat ga sekalian aja luhut,mafiawasit tanggung luhut
@MafiaWasit Wiranto sekalian mbah ben sing cangkeman ndang diculik ro disiksa,mafiawasit wiranto mbah ben sing cangkeman ndang diculik disiksa
@MafiaWasit Aku tim IBUL ajah,mafiawasit tim ibul ajah
@MafiaWasit Ketua @PSSI lg bermimpi,mafiawasit ketua pssi bermimpi
@MafiaWasit Kepala BGN,mafiawasit kepala bgn
@MafiaWasit boyongan,mafiawasit boyongan
@MafiaWasit Mirwan Suwarso sih,mafiawasit mirwan suwarso
@MafiaWasit Kepala MBG juga ex TnI mbah,mafiawasit kepala mbg tni mbah
@MafiaWasit Iwan Bule itu dari TNI atau Polri?,mafiawasit iwan bule tni polri
Anggota dewan Malaysia marah bantuan dari negaranya dianggap sebelah mata oleh seorang menteri dari Indonesia Toti kayaknya maksudnya https://t.co/n1dJWaVK35,anggota dewan malaysia marah bantuan negaranya dianggap sebelah mata menteri indonesia toti kayaknya maksudnya
@P3gEl btw tito tidak mewakili suara hati saya sebagai warga Indonesia ya 😁,pgel btw tito mewakili suara hati warga indonesia
@P3gEl mereka tuh sadar gk sih sabun mereka soal bantuan negara lain tuh bisa ngaruh ke hubungan diplomatik antar negara? klo negara yg bersangkutan sampe ada yg mutus hubungan kerja sama karena gk terima diremehin sama pejabat indo kan yg kena getah kan rakyat satu negara,pgel tuh sadar sabun bantuan negara tuh ngaruh hubungan diplomatik negara klo negara bersangkutan sampe mutus hubungan kerja terima diremehin pejabat indo kena getah rakyat negara
"@P3gEl JANGAN DI DENGARIN OMONGAN PEJABAT DISINI,,, HARUSNYA BERSYUKUR ATAS BANTUAN DR LUAR,, SEKECIL APAPUN BANTUAN ITU ANUGRAH DR ALLAH DAN WAJIB DI SYUKURI 🤲",pgel dengarin omongan pejabat bersyukur bantuan apapun bantuan anugrah allah wajib syukuri
"@P3gEl Emang mulut pejabat kita ini kayak kurang makan sekolahan. Buruk sekali public speakingnya &amp; seringkali malah bikin blunder. Benar kata prabowo, ikan busuk dimulai dari kepalanya. Sayangnya, itu seperti menghantam muka sendiri. Ndasmu!",pgel emang mulut pejabat kayak makan sekolahan buruk public speakingnya amp seringkali bikin blunder prabowo ikan busuk kepalanya sayangnya menghantam muka ndasmu
"@P3gEl Ngajak gelud emang si tito nggasih😭
Sebenernya emang bukan kewajiban malaysia memberi bantuan, diberi bantuan sama mereka itu bersyukur banget
Pemerintah Indonesia yang seharusnya memberi bantuan dan membuat kebijakan malah menyepelekan bantuan dari Malaysia itu kan jahat?",pgel ngajak gelud emang tito nggasih sebenernya emang kewajiban malaysia bantuan bantuan bersyukur pemerintah indonesia bantuan kebijakan menyepelekan bantuan malaysia jahat
"@P3gEl Wkwkwk sebagai negara pemasok dan pemilik tanah kebun kelapa sawit terbanyak di Sumatra jelas ngamuk, politik",pgel wkwkwk negara pemasok pemilik tanah kebun kelapa sawit sumatra ngamuk politik
"@P3gEl Nah kan keasbunan pejabat Indonesia, bikin negara Malaysia ngamuk. Ga tau diri sih, julitin negara lain terus",pgel keasbunan pejabat indonesia bikin negara malaysia ngamuk julitin negara
"@P3gEl Niat Malaysia dah elok elok mau bantu saudara serumpunnya di Sumatera. Malah pemerintah tidak menghargai niat baik Malaysia.
Tidak beradab dan MEMALUKAN!!",pgel niat malaysia dah elok elok bantu saudara serumpunnya sumatera pemerintah menghargai niat malaysia beradab memalukan
@P3gEl Mohon maaf atas kelakuan pejabat indo yang kurang genap akalnya seperti @titokarnavian_,pgel mohon maaf kelakuan pejabat indo genap akalnya titokarnavian_
"@P3gEl Maaf ya kak, Presiden, wapres dan pejabat di negeri ini memang gak punya otak semua, mohon dimaklumi",pgel maaf kak presiden wapres pejabat negeri otak mohon dimaklumi
@P3gEl @prabowo statemen menteri mu ini bikin malu saja. Lebih baik diam jika tak mau ucapkan terima kasih drpd menganggap remeh bantuan negara lain,pgel prabowo statemen menteri bikin malu diam ucapkan terima kasih drpd menganggap remeh bantuan negara
"@P3gEl Memang gw rasa @titokarnavian_ omongannya gak pas....  Sekecil apapun gak perlulah meremehkan bantuan pihak luar ....apalagi sampai diungkapkan dipublik

Sekali lagi pola komunikasi team bawahan pak @prabowo cenderung payah  .... 

Tolong mindra @Gerindra utk jadi perbaikan",pgel titokarnavian_ omongannya apapun perlulah meremehkan bantuan dipublik pola komunikasi team bawahan prabowo cenderung payah mindra gerindra utk perbaikan
@P3gEl Maaf. Pemerintah indo sekarang lagi mode setan 🙏,pgel maaf pemerintah indo mode setan
"@P3gEl Bantu ya bantu aja , jangan di bicarakan lagi, kalau banyak bicara nanti bantuannya jadi makruh hukum nya",pgel bantu bantu bicarakan bicara bantuannya makruh hukum
"@P3gEl Coba ayok kita suarakan yang kenceng kalo kita bener-bener berterimakasih sama mereka, jangan buat mereka makin kecewa dan berprasangka kalo kita setuju sama statement pemerintah dengan hanya diam. Demi Tuhan gw udah ditahap marah dan eneg liat muka mereka!",pgel coba ayok suarakan kenceng bener bener berterimakasih kecewa berprasangka setuju statement pemerintah diam tuhan ditahap marah eneg muka
"@P3gEl Cukup rendahkan wargamu aja, pak. Jangan negara lain direndahkan jg
Negara asing wegah bantu nanti kalo dinyinyirin terus
Mau cari musuh kah 😤",pgel rendahkan wargamu negara direndahkan negara asing wegah bantu dinyinyirin cari musuh
@P3gEl Hati hati ya teman-teman sebenci benci nya kalian sama pemerintah kalau urusan nya sudah pemerintah negri vs pemerintah negri lain itu bisa menimbulkan kurang nya kepercayaan dan keamanan yg berakibat perang jika memanas.. kalian benci pemerintah tapi sudah benci diri sendiri blm,pgel hati hati teman teman sebenci benci pemerintah urusan pemerintah negri pemerintah negri menimbulkan kepercayaan keamanan berakibat perang memanas benci pemerintah benci blm
"@P3gEl Bukan cuma WNI yg muak sama bacot pejabat.
Bedanya kita merasakan ini setiap hari",pgel wni muak bacot pejabat bedanya merasakan
"@P3gEl jgnkan kalian, kita rakyat aja kesel liatnya udh dibantu bknnya trima kasih malah gatau diri",pgel jgnkan rakyat kesel liatnya udh dibantu bknnya trima kasih gatau
@P3gEl Mantap makcik memang pejabat indonesia ini mostly bajingan semua isinya 🤣,pgel mantap makcik pejabat indonesia mostly bajingan isinya
@P3gEl Bantuan negara lain kan gak bisa di korupsi mangkanya tolol ngomong kayak gitu,pgel bantuan negara korupsi mangkanya tolol ngomong kayak
@P3gEl tutorial pindah warga negara jd Malaysia donk,pgel tutorial pindah warga negara malaysia donk
"@P3gEl 🙏ibu Malaysia yg thmt,kami rakyat yg tertimba bencana tdk ad yg bercakep utk menolak bantuan negara anda malah kami sangat menghrp bantuan dari negara mn pun,itu yg bercakep pemerintah km Bu, terserah ibu menilai pmrnth km,apkh sombong,km rakyat yg merasakannya bu",pgel malaysia thmt rakyat tertimba bencana tdk bercakep utk menolak bantuan negara menghrp bantuan negara bercakep pemerintah terserah menilai pmrnth apkh sombong rakyat merasakannya
@P3gEl bahkan sekelas tito pun bisa kepleset lidah demi wowo.,pgel sekelas tito kepleset lidah wowo
@P3gEl Maafkan kami krna kualitas penjabat konoha kayak sampah,pgel maafkan krna kualitas penjabat konoha kayak sampah
"@P3gEl Sebagai rakyat Malaysia kami sangat rasa tersingung dan tidak dihargai, ngak apa, lain kali kami tak usah bantu lagi @P3gEI",pgel rakyat malaysia tersingung dihargai ngak kali bantu pgei
"@P3gEl Nah loh bisa ga sih pak @prabowo  tegur dan kontrol lambe2 pembantu bapak ini memalukan sekali seorang mendagri mengecilkan dan.meremehkan bantuan negara tetangga 
Mau seberapapun yg namanya bantuan  wajib kita terima dgn ucap terima ksh dan rasa syukur bukan membully yg membantu",pgel prabowo tegur kontrol lambe pembantu memalukan mendagri mengecilkan meremehkan bantuan negara tetangga seberapapun namanya bantuan wajib terima dgn terima ksh syukur membully membantu
@P3gEl kaaan....lu denger ini woiiii @titokarnavian_ akibat tidak bisa menjaga lisanmu. 😠menghargai saja tidak bisa...,pgel kaaan denger woiiii titokarnavian_ akibat menjaga lisanmu menghargai
"@P3gEl Iya besok2, klo ad apa2 Konoha gk usah d bantu. 
Emang sombong hokage-nya.",pgel iya besok klo konoha bantu emang sombong hokage
@P3gEl Kami pun malu punya pejabat seperti mereka. Pejabat Indo Ada lah bencana nasional bagi rakyat nya,pgel malu pejabat pejabat indo bencana nasional rakyat
@P3gEl Kite aje sebel ama si titoti titoti itu,pgel kite aje sebel ama titoti titoti
"@P3gEl Yah bgt lah... periode lalu gak jelas kerjanya ngapain aja &amp; sering ngilang. skrg disuruh kerja bener sm babe, kliatan dah b3g@ nya 😅",pgel yah bgt periode kerjanya ngapain amp ngilang skrg disuruh kerja bener babe kliatan dah
"@P3gEl Knp ya hampir separo orang nga guna itu kalau mengeluarkan statemen nyelekit dan bikin gaduh termasuk tetangga nya, laksana menolong sapi kecebur sumur!",pgel knp separo nga mengeluarkan statemen nyelekit bikin gaduh tetangga laksana menolong sapi kecebur sumur
@P3gEl Marahin tuh RI 1 dan penyembahnya yg gak mau nerima bantuan negara lain. Yg butuh bantuan mendesak paling banyak rakyat aceh.,pgel marahin tuh penyembahnya nerima bantuan negara butuh bantuan mendesak rakyat aceh
"@P3gEl jgnkn bantuan dari negara tetangga, dari rakyatnya aja d nyinyirin, rmg aneh ni negara",pgel jgnkn bantuan negara tetangga rakyatnya nyinyirin rmg aneh negara
"@P3gEl Kalau gini kita berpihak ke Malaysia, pertanda apa kalau rakyat RI lebih dukung Malaysia daripada para londo ireng",pgel gini berpihak malaysia pertanda rakyat dukung malaysia londo ireng
"@P3gEl Marahin Makcik, pejabat kita sontoloyo.",pgel marahin makcik pejabat sontoloyo
@P3gEl Iya Toti karnaval pimpinan @kemendagri,pgel iya toti karnaval pimpinan kemendagri
"@P3gEl NAH BENAR KAN, DIBANTU ORANG BUKAN TERIMA KASIH MALAH BANDING-BANDINGKAN, BENARLAH KLO DIBIKANG GAK TAU DIRI NEH MENTERI @kemendagri",pgel dibantu terima kasih banding bandingkan klo dibikang neh menteri kemendagri
"@P3gEl Dengan begini, dunia akan tau bhw negeri ini sdg dikuasai penjahat yg hanya memikirkan diri mereka sendiri. Biar penguasa tau bhw mereka telah menjadi musuh bersama, tidak hanya rakyat negeri ini saja",pgel dunia bhw negeri sdg dikuasai penjahat memikirkan biar penguasa bhw musuh rakyat negeri
"@P3gEl @malaysiakini @MalaysianRC please inform to all malaysian people.
Thank you for your kindness.
Really appreciated.
For those who underestimate your generosity, he admits he is a dishonorable person.",pgel malaysiakini malaysianrc please inform all malaysian people thank you for your kindness really appreciated for those who underestimate your generosity admits dishonorable person
"@P3gEl Maafkan kami, memang di kami semacam ada seleksi alam.
Yang lemah akalnya akan terseleksi menjadi pejabat.
Yang pandai akan menjauh dari pemerintahan....",pgel maafkan seleksi alam lemah akalnya terseleksi pejabat pandai menjauh pemerintahan
"@P3gEl untung rakyatnya pemaaf dan mudah lupa,. karena kelakuan pejabatnya memang seperti itu,... bentar lagi bubar",pgel untung rakyatnya pemaaf mudah lupa kelakuan pejabatnya bentar bubar
"@P3gEl @HusaeniDidi Sok iyeh mampu,,,,, gelondongan kayu z msh berserkan dimana-mana. Sejatinya, ini seharusnya bukan soal harga diri tapi lebih daripada itu; ini soal nyawa &amp; kemanusiaan. Bagaimana, nyawa di negeri ini seperti tiada arti!!! Ya Tuhan,,,,, Hancurkan kedzaliman pr pemimpin negeri ini!",pgel husaenididi sok iyeh gelondongan kayu msh berserkan sejatinya harga nyawa amp kemanusiaan nyawa negeri tiada arti tuhan hancurkan kedzaliman pemimpin negeri
"@P3gEl Bukan Indonesiany.... Tapi ya itu pejabat2 arogan yg kerja ny g becus, pinterny korupsi doang",pgel indonesiany pejabat arogan kerja becus pinterny korupsi doang
"@P3gEl Iya benar itu pemerintah Indonesia itu tidak tahu diri dan tidak tahu rasa berterima kasih, karena pemerintah Indonesia itu merasa dipermalukan oleh pemerintah Malaysia, karena nilai bantuannya   sangat sedikit jika dibandingkan nilai dengan bantuan dari pemerintah Malaysia 👍",pgel iya pemerintah indonesia berterima kasih pemerintah indonesia dipermalukan pemerintah malaysia nilai bantuannya dibandingkan nilai bantuan pemerintah malaysia
"@P3gEl Tolonglah bu, Indonesia diambil alih jadi Negara Malaysia saja, saya ikhlas... 
saya sudah muak ngeliat kelakuan badut tapi jadi pejabat di Indonesia... mendingan di kelola sama Malaysia saja insyaAllah lebih makmur...",pgel tolonglah indonesia diambil alih negara malaysia ikhlas muak ngeliat kelakuan badut pejabat indonesia mendingan kelola malaysia insyaallah makmur
@P3gEl Munafiknya Gerindra 🤣 https://t.co/2z6zVNT7Fg,pgel munafiknya gerindra
"@P3gEl gitulah menteri kami cik, harap maklumlah.
Di negri kami dia tu terbaik dah 20 tahunpun jadi pejabat.",pgel gitulah menteri cik harap maklumlah negri terbaik dah tahunpun pejabat
@P3gEl Pejabat di Indonesia bisanya cuma tiktokan aja 🤭,pgel pejabat indonesia bisanya tiktokan
"@P3gEl Terima kasih rakyat Malaysia, atas bantuan nya, yg telah mengurangi kelaparan dan kesehatan rakyat Indonesia",pgel terima kasih rakyat malaysia bantuan mengurangi kelaparan kesehatan rakyat indonesia
"@P3gEl Bantuan Malaysia memang tak sebanding dengan apa yang telah diambil dari hutan (sawit) di Sumatra oleh taipan² Malaysia. Jadi jangan harap Indonesia terima bantuan ""abal²"" dari perampok² Malaydesh",pgel bantuan malaysia sebanding diambil hutan sawit sumatra taipan malaysia harap indonesia terima bantuan abal perampok malaydesh
