full_text_comments,full_text_comments_preprocessed
@ARSIPAJA @BintangPD Siap.,siap
@ARSIPAJA jelek amat tulisannya--dan ini objektif emang jelek,jelek amat tulisannya objektif emang jelek
@ARSIPAJA Jaya Suprana ppq,jaya suprana ppq
@ARSIPAJA ,
@ARSIPAJA Ha,
@ARSIPAJA Kompas?,kompas
@ARSIPAJA Duh ,duh
@ARSIPAJA @kompascom kok bisa sih bang lolos editorial?,sih bang lolos editorial
@ARSIPAJA ,
@ARSIPAJA Antara lain fakta relawan pemerintah hanya sampai dijalan besar dan yg dipelosok adalah relawan rakyat maaf penjilat ,antara lain fakta relawan pemerintah sampai dijalan besar dipelosok adalah relawan rakyat maaf penjilat
@ARSIPAJA Keren https://t.co/aVD0EiBuk7,keren
@ARSIPAJA klo pembenci dijelasin kyk apaan tetep benci karena otaknya isinya taaeek,klo pembenci dijelasin kyk apaan tetep benci otaknya isinya taaeek
@ARSIPAJA Ini betul tulisannya lulus editorial @kompascom ?,betul tulisannya lulus editorial
@ARSIPAJA Jangankan Presiden Rakyat Jelata yg paling Gembel sekalipun GAK BOLEH DIBENCI TAPI DINASEHATI DAN DIARAHKAN JIKA SALAH DAN BERBUAT MUNKAR ITU HARUS KARENA DIANJURKAN DALAM AGAMA ISLAM,jangankan presiden rakyat jelata paling gembel sekalipun dibenci dinasehati diarahkan salah berbuat munkar dianjurkan agama islam
@ARSIPAJA https://t.co/2oag4FHUSG,
@ARSIPAJA Hah? 🇳🇵,hah
@ARSIPAJA Mau yang pembenci dan tidak pembenci NYATA PRESIDEN tidak berani menyatakan BENCAN NASIONAL ada apa dengan ACEH SUMUT dan SUMBAR?,pembenci pembenci nyata presiden berani menyatakan bencan nasional apa aceh sumut sumbar
@misssky__ @prabowo https://t.co/psVUzMEENv,
"@misssky__ @prabowo stop asumsi dia gatau apa apa karna bawahannya tidak memberitahu. kenyataannya dia sudah lihat sendiri tapi tidak bertindak apa apa, bahkan tidak mau menetapkan bencana nasional https://t.co/UN5csblatc",stop asumsi gatau apa apa karna bawahannya memberitahu kenyataannya lihat sendiri bertindak apa apa bahkan menetapkan bencana nasional
@misssky__ @prabowo Yg megang akun bukan Pak prabowo langsung bu.. Heheee,megang akun pak prabowo langsung heheee
@misssky__ @prabowo @sjafriesjams @Gerindra @prabowo @DPDRI @DPR_RI @mprgoid @setkabgoid,
"@misssky__ @prabowo Mgkn lbh penting mbgnya, dana habis utk MBG",mgkn lbh penting mbgnya dana habis utk mbg
@misssky__ @Triyogo22684337 @prabowo Sebenar nya @Gerindra kawal informasi gak buat ketua nya ?,sebenar kawal informasi buat ketua
@misssky__ @prabowo bagaimana ini bisa terjadi🤔,bagaimana terjadi
@TxtdariHI Multitasking pendampingnya,multitasking pendampingnya
@TxtdariHI mau ngapain sih pa,ngapain sih
@TxtdariHI Hadeuh lagi dan lagi,hadeuh
@TxtdariHI https://t.co/nWpIj0Z2cl,
@MafiaWasit Beda kubu deh dia? wkwk,beda kubu wkwk
@MafiaWasit yang bersalah akam dihukum ,bersalah akam dihukum
@MafiaWasit Ha? Tirto?,tirto
@MafiaWasit Mirwan Suwarso adalah pebisnis dan eksekutif asal Indonesia yang menjabat sebagai Presiden klub sepak bola Italia Como 1907 sejak tahun 2019,mirwan suwarso adalah pebisnis eksekutif asal indonesia menjabat presiden klub sepak bola italia como sejak tahun
@MafiaWasit Papa edi IN. Tohirr out,papa edi tohirr out
@MafiaWasit tanggung amat ga sekalian aja luhut,tanggung amat sekalian luhut
@MafiaWasit Wiranto sekalian mbah ben sing cangkeman ndang diculik ro disiksa,wiranto sekalian mbah ben sing cangkeman ndang diculik disiksa
@MafiaWasit Aku tim IBUL ajah,tim ibul ajah
@MafiaWasit Ketua @PSSI lg bermimpi,ketua bermimpi
@MafiaWasit Kepala BGN,kepala bgn
@MafiaWasit boyongan,boyongan
@MafiaWasit Mirwan Suwarso sih,mirwan suwarso sih
@MafiaWasit Kepala MBG juga ex TnI mbah,kepala mbg tni mbah
@MafiaWasit Iwan Bule itu dari TNI atau Polri?,iwan bule tni polri
Anggota dewan Malaysia marah bantuan dari negaranya dianggap sebelah mata oleh seorang menteri dari Indonesia Toti kayaknya maksudnya https://t.co/n1dJWaVK35,anggota dewan malaysia marah bantuan negaranya dianggap sebelah mata seorang menteri indonesia toti kayaknya maksudnya
@P3gEl btw tito tidak mewakili suara hati saya sebagai warga Indonesia ya 😁,btw tito mewakili suara hati warga indonesia
@P3gEl mereka tuh sadar gk sih sabun mereka soal bantuan negara lain tuh bisa ngaruh ke hubungan diplomatik antar negara? klo negara yg bersangkutan sampe ada yg mutus hubungan kerja sama karena gk terima diremehin sama pejabat indo kan yg kena getah kan rakyat satu negara,tuh sadar sih sabun soal bantuan negara lain tuh ngaruh hubungan diplomatik antar negara klo negara bersangkutan sampe mutus hubungan kerja sama terima diremehin sama pejabat indo kan kena getah kan rakyat satu negara
"@P3gEl JANGAN DI DENGARIN OMONGAN PEJABAT DISINI,,, HARUSNYA BERSYUKUR ATAS BANTUAN DR LUAR,, SEKECIL APAPUN BANTUAN ITU ANUGRAH DR ALLAH DAN WAJIB DI SYUKURI 🤲",jangan dengarin omongan pejabat disini harusnya bersyukur atas bantuan luar sekecil apapun bantuan anugrah allah wajib syukuri
"@P3gEl Emang mulut pejabat kita ini kayak kurang makan sekolahan. Buruk sekali public speakingnya &amp; seringkali malah bikin blunder. Benar kata prabowo, ikan busuk dimulai dari kepalanya. Sayangnya, itu seperti menghantam muka sendiri. Ndasmu!",emang mulut pejabat kayak kurang makan sekolahan buruk sekali public speakingnya amp seringkali malah bikin blunder benar kata prabowo ikan busuk dimulai kepalanya sayangnya menghantam muka sendiri ndasmu
"@P3gEl Ngajak gelud emang si tito nggasih😭
Sebenernya emang bukan kewajiban malaysia memberi bantuan, diberi bantuan sama mereka itu bersyukur banget
Pemerintah Indonesia yang seharusnya memberi bantuan dan membuat kebijakan malah menyepelekan bantuan dari Malaysia itu kan jahat?",ngajak gelud emang tito nggasih sebenernya emang kewajiban malaysia memberi bantuan diberi bantuan sama bersyukur banget pemerintah indonesia seharusnya memberi bantuan membuat kebijakan malah menyepelekan bantuan malaysia kan jahat
"@P3gEl Wkwkwk sebagai negara pemasok dan pemilik tanah kebun kelapa sawit terbanyak di Sumatra jelas ngamuk, politik",wkwkwk negara pemasok pemilik tanah kebun kelapa sawit terbanyak sumatra jelas ngamuk politik
"@P3gEl Nah kan keasbunan pejabat Indonesia, bikin negara Malaysia ngamuk. Ga tau diri sih, julitin negara lain terus",nah kan keasbunan pejabat indonesia bikin negara malaysia ngamuk tau diri sih julitin negara lain terus
"@P3gEl Niat Malaysia dah elok elok mau bantu saudara serumpunnya di Sumatera. Malah pemerintah tidak menghargai niat baik Malaysia.
Tidak beradab dan MEMALUKAN!!",niat malaysia dah elok elok bantu saudara serumpunnya sumatera malah pemerintah menghargai niat baik malaysia beradab memalukan
@P3gEl Mohon maaf atas kelakuan pejabat indo yang kurang genap akalnya seperti @titokarnavian_,mohon maaf atas kelakuan pejabat indo kurang genap akalnya
"@P3gEl Maaf ya kak, Presiden, wapres dan pejabat di negeri ini memang gak punya otak semua, mohon dimaklumi",maaf kak presiden wapres pejabat negeri memang punya otak semua mohon dimaklumi
@P3gEl @prabowo statemen menteri mu ini bikin malu saja. Lebih baik diam jika tak mau ucapkan terima kasih drpd menganggap remeh bantuan negara lain,statemen menteri bikin malu saja lebih baik diam tak ucapkan terima kasih drpd menganggap remeh bantuan negara lain
"@P3gEl Memang gw rasa @titokarnavian_ omongannya gak pas....  Sekecil apapun gak perlulah meremehkan bantuan pihak luar ....apalagi sampai diungkapkan dipublik

Sekali lagi pola komunikasi team bawahan pak @prabowo cenderung payah  .... 

Tolong mindra @Gerindra utk jadi perbaikan",memang rasa omongannya pas sekecil apapun perlulah meremehkan bantuan pihak luar apalagi sampai diungkapkan dipublik sekali pola komunikasi team bawahan pak cenderung payah tolong mindra utk jadi perbaikan
@P3gEl Maaf. Pemerintah indo sekarang lagi mode setan 🙏,maaf pemerintah indo sekarang mode setan
"@P3gEl Bantu ya bantu aja , jangan di bicarakan lagi, kalau banyak bicara nanti bantuannya jadi makruh hukum nya",bantu bantu jangan bicarakan banyak bicara nanti bantuannya jadi makruh hukum
"@P3gEl Coba ayok kita suarakan yang kenceng kalo kita bener-bener berterimakasih sama mereka, jangan buat mereka makin kecewa dan berprasangka kalo kita setuju sama statement pemerintah dengan hanya diam. Demi Tuhan gw udah ditahap marah dan eneg liat muka mereka!",coba ayok suarakan kenceng kalo bener bener berterimakasih sama jangan buat makin kecewa berprasangka kalo setuju sama statement pemerintah diam demi tuhan udah ditahap marah eneg liat muka
"@P3gEl Cukup rendahkan wargamu aja, pak. Jangan negara lain direndahkan jg
Negara asing wegah bantu nanti kalo dinyinyirin terus
Mau cari musuh kah 😤",cukup rendahkan wargamu pak jangan negara lain direndahkan negara asing wegah bantu nanti kalo dinyinyirin terus cari musuh kah
@P3gEl Hati hati ya teman-teman sebenci benci nya kalian sama pemerintah kalau urusan nya sudah pemerintah negri vs pemerintah negri lain itu bisa menimbulkan kurang nya kepercayaan dan keamanan yg berakibat perang jika memanas.. kalian benci pemerintah tapi sudah benci diri sendiri blm,hati hati teman teman sebenci benci kalian sama pemerintah urusan pemerintah negri pemerintah negri lain menimbulkan kurang kepercayaan keamanan berakibat perang memanas kalian benci pemerintah benci diri sendiri blm
"@P3gEl Bukan cuma WNI yg muak sama bacot pejabat.
Bedanya kita merasakan ini setiap hari",cuma wni muak sama bacot pejabat bedanya merasakan setiap hari
"@P3gEl jgnkan kalian, kita rakyat aja kesel liatnya udh dibantu bknnya trima kasih malah gatau diri",jgnkan kalian rakyat kesel liatnya udh dibantu bknnya trima kasih malah gatau diri
@P3gEl Mantap makcik memang pejabat indonesia ini mostly bajingan semua isinya 🤣,mantap makcik memang pejabat indonesia mostly bajingan semua isinya
@P3gEl Bantuan negara lain kan gak bisa di korupsi mangkanya tolol ngomong kayak gitu,bantuan negara lain kan korupsi mangkanya tolol ngomong kayak gitu
@P3gEl tutorial pindah warga negara jd Malaysia donk,tutorial pindah warga negara malaysia donk
"@P3gEl 🙏ibu Malaysia yg thmt,kami rakyat yg tertimba bencana tdk ad yg bercakep utk menolak bantuan negara anda malah kami sangat menghrp bantuan dari negara mn pun,itu yg bercakep pemerintah km Bu, terserah ibu menilai pmrnth km,apkh sombong,km rakyat yg merasakannya bu",ibu malaysia thmt rakyat tertimba bencana tdk bercakep utk menolak bantuan negara anda malah sangat menghrp bantuan negara pun bercakep pemerintah terserah ibu menilai pmrnth apkh sombong rakyat merasakannya
@P3gEl bahkan sekelas tito pun bisa kepleset lidah demi wowo.,bahkan sekelas tito pun kepleset lidah demi wowo
@P3gEl Maafkan kami krna kualitas penjabat konoha kayak sampah,maafkan krna kualitas penjabat konoha kayak sampah
"@P3gEl Sebagai rakyat Malaysia kami sangat rasa tersingung dan tidak dihargai, ngak apa, lain kali kami tak usah bantu lagi @P3gEI",rakyat malaysia sangat rasa tersingung dihargai ngak apa lain kali tak usah bantu
"@P3gEl Nah loh bisa ga sih pak @prabowo  tegur dan kontrol lambe2 pembantu bapak ini memalukan sekali seorang mendagri mengecilkan dan.meremehkan bantuan negara tetangga 
Mau seberapapun yg namanya bantuan  wajib kita terima dgn ucap terima ksh dan rasa syukur bukan membully yg membantu",nah sih pak tegur kontrol lambe pembantu bapak memalukan sekali seorang mendagri mengecilkan meremehkan bantuan negara tetangga seberapapun namanya bantuan wajib terima dgn ucap terima ksh rasa syukur membully membantu
@P3gEl kaaan....lu denger ini woiiii @titokarnavian_ akibat tidak bisa menjaga lisanmu. 😠menghargai saja tidak bisa...,kaaan denger woiiii akibat menjaga lisanmu menghargai saja
"@P3gEl Iya besok2, klo ad apa2 Konoha gk usah d bantu. 
Emang sombong hokage-nya.",iya besok klo apa konoha usah bantu emang sombong hokage
@P3gEl Kami pun malu punya pejabat seperti mereka. Pejabat Indo Ada lah bencana nasional bagi rakyat nya,pun malu punya pejabat pejabat indo bencana nasional bagi rakyat
@P3gEl Kite aje sebel ama si titoti titoti itu,kite aje sebel ama titoti titoti
"@P3gEl Yah bgt lah... periode lalu gak jelas kerjanya ngapain aja &amp; sering ngilang. skrg disuruh kerja bener sm babe, kliatan dah b3g@ nya 😅",yah bgt periode lalu jelas kerjanya ngapain amp sering ngilang skrg disuruh kerja bener babe kliatan dah
"@P3gEl Knp ya hampir separo orang nga guna itu kalau mengeluarkan statemen nyelekit dan bikin gaduh termasuk tetangga nya, laksana menolong sapi kecebur sumur!",knp hampir separo orang nga guna mengeluarkan statemen nyelekit bikin gaduh termasuk tetangga laksana menolong sapi kecebur sumur
@P3gEl Marahin tuh RI 1 dan penyembahnya yg gak mau nerima bantuan negara lain. Yg butuh bantuan mendesak paling banyak rakyat aceh.,marahin tuh penyembahnya nerima bantuan negara lain butuh bantuan mendesak paling banyak rakyat aceh
"@P3gEl jgnkn bantuan dari negara tetangga, dari rakyatnya aja d nyinyirin, rmg aneh ni negara",jgnkn bantuan negara tetangga rakyatnya nyinyirin rmg aneh negara
"@P3gEl Kalau gini kita berpihak ke Malaysia, pertanda apa kalau rakyat RI lebih dukung Malaysia daripada para londo ireng",gini berpihak malaysia pertanda apa rakyat lebih dukung malaysia daripada para londo ireng
"@P3gEl Marahin Makcik, pejabat kita sontoloyo.",marahin makcik pejabat sontoloyo
@P3gEl Iya Toti karnaval pimpinan @kemendagri,iya toti karnaval pimpinan
"@P3gEl NAH BENAR KAN, DIBANTU ORANG BUKAN TERIMA KASIH MALAH BANDING-BANDINGKAN, BENARLAH KLO DIBIKANG GAK TAU DIRI NEH MENTERI @kemendagri",nah benar kan dibantu orang terima kasih malah banding bandingkan benarlah klo dibikang tau diri neh menteri
"@P3gEl Dengan begini, dunia akan tau bhw negeri ini sdg dikuasai penjahat yg hanya memikirkan diri mereka sendiri. Biar penguasa tau bhw mereka telah menjadi musuh bersama, tidak hanya rakyat negeri ini saja",begini dunia tau bhw negeri sdg dikuasai penjahat memikirkan diri sendiri biar penguasa tau bhw telah menjadi musuh bersama rakyat negeri saja
"@P3gEl @malaysiakini @MalaysianRC please inform to all malaysian people.
Thank you for your kindness.
Really appreciated.
For those who underestimate your generosity, he admits he is a dishonorable person.",please inform all malaysian people thank you for your kindness really appreciated for those who underestimate your generosity admits dishonorable person
"@P3gEl Maafkan kami, memang di kami semacam ada seleksi alam.
Yang lemah akalnya akan terseleksi menjadi pejabat.
Yang pandai akan menjauh dari pemerintahan....",maafkan memang semacam seleksi alam lemah akalnya terseleksi menjadi pejabat pandai menjauh pemerintahan
"@P3gEl untung rakyatnya pemaaf dan mudah lupa,. karena kelakuan pejabatnya memang seperti itu,... bentar lagi bubar",untung rakyatnya pemaaf mudah lupa kelakuan pejabatnya memang bentar bubar
"@P3gEl @HusaeniDidi Sok iyeh mampu,,,,, gelondongan kayu z msh berserkan dimana-mana. Sejatinya, ini seharusnya bukan soal harga diri tapi lebih daripada itu; ini soal nyawa &amp; kemanusiaan. Bagaimana, nyawa di negeri ini seperti tiada arti!!! Ya Tuhan,,,,, Hancurkan kedzaliman pr pemimpin negeri ini!",sok iyeh mampu gelondongan kayu msh berserkan dimana mana sejatinya seharusnya soal harga diri lebih daripada soal nyawa amp kemanusiaan bagaimana nyawa negeri tiada arti tuhan hancurkan kedzaliman pemimpin negeri
"@P3gEl Bukan Indonesiany.... Tapi ya itu pejabat2 arogan yg kerja ny g becus, pinterny korupsi doang",indonesiany pejabat arogan kerja becus pinterny korupsi doang
"@P3gEl Iya benar itu pemerintah Indonesia itu tidak tahu diri dan tidak tahu rasa berterima kasih, karena pemerintah Indonesia itu merasa dipermalukan oleh pemerintah Malaysia, karena nilai bantuannya   sangat sedikit jika dibandingkan nilai dengan bantuan dari pemerintah Malaysia 👍",iya benar pemerintah indonesia tahu diri tahu rasa berterima kasih pemerintah indonesia merasa dipermalukan pemerintah malaysia nilai bantuannya sangat sedikit dibandingkan nilai bantuan pemerintah malaysia
"@P3gEl Tolonglah bu, Indonesia diambil alih jadi Negara Malaysia saja, saya ikhlas... 
saya sudah muak ngeliat kelakuan badut tapi jadi pejabat di Indonesia... mendingan di kelola sama Malaysia saja insyaAllah lebih makmur...",tolonglah indonesia diambil alih jadi negara malaysia saja ikhlas muak ngeliat kelakuan badut jadi pejabat indonesia mendingan kelola sama malaysia saja insyaallah lebih makmur
@P3gEl Munafiknya Gerindra 🤣 https://t.co/2z6zVNT7Fg,munafiknya gerindra
"@P3gEl gitulah menteri kami cik, harap maklumlah.
Di negri kami dia tu terbaik dah 20 tahunpun jadi pejabat.",gitulah menteri cik harap maklumlah negri terbaik dah tahunpun jadi pejabat
@P3gEl Pejabat di Indonesia bisanya cuma tiktokan aja 🤭,pejabat indonesia bisanya cuma tiktokan
"@P3gEl Terima kasih rakyat Malaysia, atas bantuan nya, yg telah mengurangi kelaparan dan kesehatan rakyat Indonesia",terima kasih rakyat malaysia atas bantuan telah mengurangi kelaparan kesehatan rakyat indonesia
"@P3gEl Bantuan Malaysia memang tak sebanding dengan apa yang telah diambil dari hutan (sawit) di Sumatra oleh taipan² Malaysia. Jadi jangan harap Indonesia terima bantuan ""abal²"" dari perampok² Malaydesh",bantuan malaysia memang tak sebanding apa telah diambil hutan sawit sumatra taipan malaysia jadi jangan harap indonesia terima bantuan abal perampok malaydesh
"@P3gEl Omelin aja Bu, emang bener ko, pejabat Indonesia pada ga ada otak ngomong begitu",omelin emang bener pejabat indonesia otak ngomong begitu
